Order,MS SubClass,Lot Frontage,Lot Area,Street,Utilities,Lot Config,Neighborhood,Condition 1,Bldg Type,House Style,Year Remod/Add,Exterior 1st,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Garage Type,Garage Cars,Garage Area,Mo Sold,Yr Sold,SalePrice
169,60,70,7700,Pave,AllPub,Inside,NAmes,PosN,1Fam,2Story,1966,MetalSd,1051,788,1839,0,1,1,Attchd,2,442,6,2010,155000
170,50,60,4800,Pave,AllPub,Corner,OldTown,Norm,1Fam,1.5Fin,1954,Wd Sdng,1157,687,1844,1,1,0,Basment,1,240,1,2010,80400
171,50,55,8800,Pave,AllPub,Corner,OldTown,Norm,1Fam,1.5Fin,2004,Wd Sdng,792,348,1140,0,1,0,NA,0,0,6,2010,96500
172,30,56,4485,Pave,AllPub,Inside,OldTown,Artery,1Fam,1Story,1950,Wd Sdng,936,0,936,1,1,0,NA,0,0,5,2010,109500
173,30,56,8960,Pave,AllPub,Inside,OldTown,Artery,1Fam,1Story,1950,WdShing,1028,0,1028,0,1,0,Detchd,2,360,3,2010,115000
174,20,69,5805,Pave,AllPub,Inside,OldTown,Norm,1Fam,1Story,1957,MetalSd,1347,0,1347,1,1,0,Detchd,2,551,6,2010,143000
175,50,60,5790,Pave,AllPub,Corner,OldTown,Norm,1Fam,2Story,1950,VinylSd,840,765,1605,0,2,0,Detchd,1,379,5,2010,107400
176,30,47,4608,Pave,AllPub,Corner,OldTown,Artery,1Fam,1Story,1950,MetalSd,747,0,747,0,1,0,Attchd,1,220,6,2010,80000
177,30,60,7200,Pave,AllPub,Corner,OldTown,Norm,1Fam,1Story,1992,MetalSd,804,0,804,1,1,0,Attchd,1,240,2,2010,119000
178,50,50,5500,Pave,AllPub,Corner,OldTown,Norm,1Fam,1.5Fin,2001,Wd Sdng,926,0,1316,1,1,0,Detchd,2,484,4,2010,130000
179,45,50,6900,Pave,AllPub,Corner,OldTown,Norm,1Fam,1.5Fin,2000,MetalSd,827,424,1251,0,1,0,Detchd,1,240,1,2010,119000
180,50,69,11851,Pave,AllPub,Inside,OldTown,Artery,1Fam,1.5Fin,2009,VinylSd,1027,606,1633,0,1,0,Detchd,1,240,6,2010,129000
181,50,,8239,Pave,AllPub,Inside,OldTown,Artery,1Fam,1.5Fin,1962,MetalSd,1060,185,1245,0,1,0,Detchd,1,315,3,2010,100000
182,30,68,9656,Pave,AllPub,Inside,OldTown,Norm,1Fam,1Story,1970,AsbShng,832,0,832,0,1,0,Detchd,2,780,6,2010,12789
183,30,60,8520,Pave,AllPub,Inside,OldTown,Norm,1Fam,1Story,2003,VinylSd,720,0,720,0,1,0,Detchd,2,484,5,2010,105900
184,70,60,9600,Pave,AllPub,Corner,OldTown,Norm,1Fam,2Story,2003,Wd Sdng,930,636,1566,0,2,0,Detchd,1,288,4,2010,150000
185,50,60,10800,Pave,AllPub,Inside,OldTown,Artery,1Fam,1.5Fin,1950,MetalSd,966,686,1652,1,2,0,Detchd,1,416,6,2010,139000
186,70,50,9000,Pave,AllPub,Inside,OldTown,Norm,1Fam,2Story,2002,Wd Sdng,1157,1111,2268,0,3,0,Detchd,2,624,4,2010,240000
187,190,100,9045,Pave,AllPub,Inside,OldTown,Norm,2fmCon,2Story,1950,MetalSd,1128,1128,2256,0,2,0,NA,0,0,6,2010,76500
188,20,90,7407,Pave,AllPub,Inside,OldTown,Artery,1Fam,1Story,1996,MetalSd,1236,0,1236,1,1,0,Attchd,2,923,4,2010,149700
189,70,60,7740,Pave,AllPub,Inside,OldTown,Norm,1Fam,2Story,1950,VinylSd,741,622,1363,0,1,0,Detchd,2,528,6,2010,125500
190,190,60,11340,Pave,AllPub,Inside,OldTown,Norm,2fmCon,2Story,1950,VinylSd,1246,1044,2290,0,2,0,Detchd,2,560,4,2010,122500
191,70,60,10560,Pave,AllPub,Inside,OldTown,Norm,1Fam,2Story,1994,Wd Sdng,868,602,1470,0,1,1,Detchd,2,624,6,2010,140750
192,50,53,5830,Pave,AllPub,Corner,BrkSide,Feedr,1Fam,1.5Fin,1997,MetalSd,1030,582,1612,0,1,1,Detchd,1,363,3,2010,128500
193,75,,7793,Pave,AllPub,Corner,BrkSide,Norm,1Fam,2.5Unf,2005,Wd Sdng,1160,908,2068,0,1,1,Detchd,1,315,5,2010,209500
194,30,50,5000,Pave,AllPub,Inside,BrkSide,Feedr,1Fam,1Story,1950,MetalSd,765,0,765,1,1,0,Detchd,1,200,4,2010,87000
195,50,50,6000,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1.5Fin,1950,MetalSd,608,524,1132,1,1,0,Detchd,1,240,4,2010,134000
196,50,50,6000,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1.5Fin,1950,MetalSd,848,348,1196,0,1,1,Detchd,2,576,3,2010,128000
197,50,53,6360,Pave,AllPub,Corner,BrkSide,Feedr,1Fam,1.5Fin,1950,MetalSd,955,498,1453,0,1,1,Detchd,1,240,3,2010,132000
198,50,50,6000,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1.5Fin,1950,Wd Sdng,780,636,1416,0,1,1,Detchd,1,312,3,2010,139900
199,50,52,6240,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1.5Fin,1980,VinylSd,548,492,1040,0,1,0,Detchd,2,624,5,2010,123900
200,50,52,6240,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1.5Fin,1950,MetalSd,928,608,1536,0,2,0,Detchd,2,480,3,2010,138400
201,30,51,6120,Pave,AllPub,Inside,OldTown,Artery,1Fam,1Story,1950,Wd Sdng,1068,0,1068,1,1,0,Detchd,1,288,3,2010,109500
202,70,50,10300,Pave,AllPub,Inside,OldTown,RRAn,1Fam,2Story,1950,Stucco,902,808,1710,0,2,0,Detchd,2,480,4,2010,140000
203,50,57,8094,Pave,AllPub,Inside,OldTown,Norm,1Fam,1.5Fin,1950,MetalSd,888,1074,1962,0,1,1,Detchd,2,572,6,2010,149500
204,70,60,12900,Pave,AllPub,Inside,OldTown,Norm,1Fam,2Story,2009,Wd Sdng,780,780,1560,0,1,1,NA,0,0,5,2010,159900
205,70,52,3068,Pave,AllPub,Inside,OldTown,Norm,1Fam,2Story,1993,VinylSd,662,662,1324,0,1,0,Detchd,1,180,2,2010,122000
206,90,110,8472,Grvl,AllPub,Corner,IDOTRR,RRNn,Duplex,1Story,1963,Wd Sdng,816,0,816,1,1,0,CarPort,2,516,5,2010,110000
207,190,70,5600,Pave,AllPub,Inside,IDOTRR,Norm,2fmCon,2Story,1950,VinylSd,372,720,1092,0,2,0,NA,0,0,7,2010,55000
208,190,76,7630,Pave,AllPub,Inside,OldTown,Feedr,2fmCon,2Story,1996,Wd Sdng,1032,780,1812,0,2,0,Detchd,2,672,5,2010,140000
209,70,,24090,Pave,AllPub,Inside,ClearCr,Norm,1Fam,2Story,1950,MetalSd,1207,1196,2403,0,2,0,Attchd,1,349,6,2010,244400
210,20,100,15263,Pave,AllPub,Inside,ClearCr,Feedr,1Fam,1Story,1959,HdBoard,1675,0,1675,0,2,0,Attchd,1,365,5,2010,173000
211,50,72,10632,Pave,AllPub,Inside,ClearCr,Norm,1Fam,1.5Fin,1950,Wd Sdng,725,499,1224,0,1,1,Detchd,1,180,1,2010,107500
212,190,60,9900,Pave,AllPub,Inside,SWISU,Norm,2fmCon,1.5Fin,1950,Wd Sdng,1212,180,1392,1,1,0,NA,0,0,2,2010,100000
213,50,65,6001,Pave,AllPub,Inside,SWISU,Norm,1Fam,1.5Fin,1950,VinylSd,600,319,919,0,1,0,Detchd,1,231,3,2010,95000
214,70,,6449,Pave,AllPub,Inside,SWISU,Norm,1Fam,2Story,1950,Wd Sdng,942,942,1884,0,1,1,NA,0,0,3,2010,93369
215,190,60,6048,Pave,AllPub,Corner,SWISU,Artery,2fmCon,1.5Fin,1950,Wd Sdng,936,744,1680,1,2,0,Detchd,2,450,6,2010,114900
216,50,54,6342,Pave,AllPub,Inside,Sawyer,Feedr,1Fam,1.5Fin,1996,VinylSd,780,240,1020,0,1,0,NA,0,0,5,2010,94000
217,90,72,10773,Pave,AllPub,Inside,Sawyer,Norm,Duplex,1Story,1967,Plywood,1832,0,1832,2,2,0,NA,0,0,5,2010,136000
218,90,72,10778,Pave,AllPub,Inside,Sawyer,Norm,Duplex,1Story,1968,HdBoard,1768,0,1768,0,2,0,NA,0,0,4,2010,136500
219,190,75,11625,Pave,AllPub,Inside,Sawyer,Norm,2fmCon,1Story,1965,Plywood,1039,0,1039,1,1,1,Attchd,2,504,4,2010,131500
220,20,,11341,Pave,AllPub,Inside,Sawyer,Norm,1Fam,1Story,1996,Wd Sdng,1392,0,1392,1,1,1,Detchd,2,528,5,2010,121500
221,20,70,8521,Pave,AllPub,FR2,Sawyer,Feedr,1Fam,1Story,1967,HdBoard,912,0,912,0,1,0,Detchd,1,336,5,2010,125000
222,20,,8246,Pave,AllPub,Inside,Sawyer,Norm,1Fam,1Story,2001,Plywood,1060,0,1060,1,1,0,Attchd,1,270,5,2010,154000
223,20,65,7800,Pave,AllPub,Inside,Sawyer,Norm,1Fam,1Story,2008,HdBoard,892,0,892,1,1,0,Detchd,1,416,6,2010,137900
224,60,80,9364,Pave,AllPub,Corner,Sawyer,Norm,1Fam,2Story,1969,HdBoard,663,689,1352,0,1,1,Attchd,1,299,3,2010,158000
225,20,65,7832,Pave,AllPub,Inside,Sawyer,Norm,1Fam,1Story,1968,HdBoard,864,0,864,1,1,0,Detchd,1,280,5,2010,137250
226,90,,7424,Pave,AllPub,Inside,Sawyer,Norm,Duplex,SFoyer,1978,Plywood,1373,0,1373,1,1,0,Attchd,2,591,5,2010,160250
227,60,86,11227,Pave,AllPub,Inside,Sawyer,Norm,1Fam,2Story,1968,HdBoard,720,720,1440,0,1,1,Attchd,2,480,3,2010,163000
228,60,,11616,Pave,AllPub,CulDSac,Sawyer,Norm,1Fam,2Story,1978,HdBoard,672,714,1386,0,2,1,Attchd,2,440,4,2010,158900
229,60,80,14000,Pave,AllPub,Inside,ClearCr,Norm,1Fam,2Story,1997,Wd Sdng,1306,954,2260,1,2,1,Attchd,2,533,4,2010,328000
230,20,,20062,Pave,AllPub,Inside,ClearCr,Norm,1Fam,1Story,2001,Wd Sdng,1483,0,1483,1,1,1,Attchd,2,690,4,2010,270000
231,30,94,9259,Pave,AllPub,Corner,Sawyer,Feedr,1Fam,1Story,1950,Wd Sdng,756,0,756,0,1,0,Detchd,2,440,6,2010,85000
232,20,60,9600,Pave,AllPub,Inside,Sawyer,Norm,1Fam,1Story,1995,VinylSd,1067,0,1067,0,2,0,Attchd,2,436,2,2010,128000
233,40,,23595,Pave,AllPub,Inside,ClearCr,Norm,1Fam,1Story,1979,Plywood,1332,192,1524,2,0,1,Attchd,2,586,4,2010,260000
234,60,,17082,Pave,AllPub,CulDSac,ClearCr,Norm,1Fam,2Story,1992,VinylSd,1117,864,1981,1,2,1,Attchd,2,522,5,2010,230000
235,50,124,18600,Pave,AllPub,Inside,Edwards,Norm,1Fam,1.5Fin,1990,Wd Sdng,1052,558,1610,0,2,0,Attchd,1,480,6,2010,124000
236,30,85,10625,Pave,AllPub,Corner,Edwards,Norm,1Fam,1Story,1950,Wd Sdng,835,0,835,0,1,0,Basment,1,366,5,2010,83000
237,20,65,11479,Pave,AllPub,Inside,Edwards,Norm,1Fam,1Story,1987,Wd Sdng,1074,0,1074,1,1,0,Attchd,1,467,6,2010,144500
238,20,68,9571,Pave,AllPub,Inside,Edwards,Norm,1Fam,1Story,1956,Wd Sdng,1144,0,1144,1,1,0,Attchd,1,596,6,2010,129000
239,50,50,9350,Pave,AllPub,Inside,Edwards,Norm,1Fam,1.5Fin,1979,WdShing,1169,0,1531,0,1,0,Detchd,1,209,6,2010,127000
240,20,75,9525,Pave,AllPub,Inside,Edwards,Norm,1Fam,1Story,1998,WdShing,1172,0,1172,1,1,0,Attchd,1,366,6,2010,128000
241,20,83,10420,Pave,AllPub,Corner,Edwards,Norm,1Fam,1Story,2009,VinylSd,1212,0,1212,0,2,0,Attchd,2,460,3,2010,186000
242,20,44,17485,Pave,AllPub,Inside,Edwards,Norm,1Fam,1Story,2010,VinylSd,1508,0,1508,1,1,0,Attchd,2,572,1,2010,308030
243,20,,11200,Pave,AllPub,CulDSac,Edwards,Norm,1Fam,1Story,1964,Wd Sdng,1298,0,1298,0,2,0,Detchd,2,504,6,2010,114000
244,20,60,11100,Pave,AllPub,Inside,Edwards,Norm,1Fam,1Story,2006,MetalSd,930,0,930,0,1,0,Detchd,1,308,4,2010,84900
245,60,77,9206,Pave,AllPub,Inside,SawyerW,Norm,1Fam,2Story,1985,HdBoard,977,755,1732,0,2,1,Attchd,2,476,6,2010,178000
246,20,83,11980,Pave,AllPub,Inside,SawyerW,Norm,1Fam,1Story,1987,Plywood,1433,0,1433,1,1,1,Attchd,2,528,6,2010,270000
247,60,87,12361,Pave,AllPub,CulDSac,SawyerW,Norm,1Fam,2Story,1993,VinylSd,964,838,1802,0,2,1,2Types,4,1017,5,2010,218000
248,60,80,9938,Pave,AllPub,Inside,SawyerW,Norm,1Fam,2Story,1994,MetalSd,1062,887,1949,1,2,1,Attchd,2,574,6,2010,236000
249,85,73,9069,Pave,AllPub,Inside,SawyerW,Norm,1Fam,SFoyer,1992,HdBoard,996,0,996,1,1,0,Attchd,2,564,4,2010,147000
250,20,64,10475,Pave,AllPub,Corner,CollgCr,Norm,1Fam,1Story,2008,VinylSd,1694,0,1694,0,2,0,Attchd,3,776,2,2010,245350
251,20,64,6762,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,2006,VinylSd,1208,0,1208,1,2,0,Attchd,2,632,2,2010,206000
252,20,94,10402,Pave,AllPub,Corner,CollgCr,Norm,1Fam,1Story,2009,VinylSd,1226,0,1226,0,2,0,Attchd,3,740,5,2010,198900
253,20,64,7360,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,2010,VinylSd,1222,0,1222,0,2,0,Attchd,2,615,3,2010,187000
254,60,90,12376,Pave,AllPub,Corner,SawyerW,Norm,1Fam,2Story,1990,Plywood,1699,1523,3222,1,3,0,Attchd,3,594,5,2010,320000
255,50,82,14235,Pave,AllPub,Inside,SawyerW,Norm,1Fam,1.5Fin,1993,Wd Sdng,831,614,1445,0,2,0,Detchd,2,484,3,2010,138500
256,80,80,8816,Pave,AllPub,Inside,ClearCr,Norm,1Fam,SLvl,1971,HdBoard,1052,0,1052,1,1,0,Attchd,2,440,6,2010,155000
257,85,82,11105,Pave,AllPub,Corner,CollgCr,Norm,1Fam,SFoyer,1996,VinylSd,965,0,965,1,1,0,Attchd,2,580,7,2010,159000
258,60,,9337,Pave,AllPub,Inside,CollgCr,Norm,1Fam,2Story,1998,VinylSd,892,800,1692,0,2,1,Attchd,2,513,4,2010,191000
259,60,70,8750,Pave,AllPub,Inside,CollgCr,Norm,1Fam,2Story,1998,VinylSd,804,878,1682,0,2,1,Attchd,2,523,6,2010,200500
260,20,38,15240,Pave,AllPub,FR2,CollgCr,Norm,1Fam,1Story,2004,CemntBd,1026,0,1026,1,1,1,Attchd,1,308,6,2010,150000
261,60,,10900,Pave,AllPub,FR2,CollgCr,Norm,1Fam,2Story,1977,HdBoard,689,703,1392,0,1,1,Attchd,1,299,3,2010,161750
262,20,75,10650,Pave,AllPub,Corner,CollgCr,Norm,1Fam,1Story,1976,HdBoard,894,0,894,1,1,0,Attchd,1,308,2,2010,128200
263,20,68,7480,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,1972,Wd Sdng,876,0,876,1,1,0,Detchd,2,484,6,2010,127000
264,20,80,10389,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,2003,CemntBd,1978,0,1978,1,2,1,Attchd,3,850,5,2010,318000
265,20,,11423,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,2002,VinylSd,1601,0,1601,1,2,0,Attchd,2,670,5,2010,272000
266,60,44,9548,Pave,AllPub,CulDSac,CollgCr,Norm,1Fam,2Story,2003,VinylSd,941,888,1829,1,2,1,Attchd,2,613,1,2010,237000
267,60,75,9375,Pave,AllPub,Inside,CollgCr,Norm,1Fam,2Story,1997,VinylSd,1044,1054,2098,0,2,1,Attchd,2,621,4,2010,240000
268,20,48,12137,Pave,AllPub,CulDSac,CollgCr,Norm,1Fam,1Story,1998,VinylSd,1661,0,1661,0,2,0,Attchd,2,598,5,2010,224900
269,120,,4435,Pave,AllPub,Inside,CollgCr,Norm,TwnhsE,1Story,2003,VinylSd,848,0,848,1,1,0,Attchd,2,420,4,2010,143750
270,120,,4426,Pave,AllPub,Inside,CollgCr,Norm,TwnhsE,1Story,2004,VinylSd,848,0,848,1,1,0,Attchd,2,420,5,2010,143000
271,20,48,10635,Pave,AllPub,FR2,CollgCr,Norm,1Fam,1Story,2003,VinylSd,1668,0,1668,1,2,0,Attchd,2,502,5,2010,232000
272,20,70,8400,Pave,AllPub,Inside,CollgCr,Norm,1Fam,1Story,2005,VinylSd,1484,0,1484,1,2,0,Attchd,2,606,5,2010,213000
273,20,65,8773,Pave,AllPub,FR2,CollgCr,Norm,1Fam,1Story,2004,VinylSd,1414,0,1414,0,2,0,Attchd,2,494,5,2010,185500
274,30,67,8777,Pave,AllPub,Inside,Edwards,Feedr,1Fam,1Story,2007,VinylSd,640,0,640,0,1,0,Detchd,1,240,4,2010,84900
275,20,68,8842,Pave,AllPub,Corner,Edwards,Norm,1Fam,1Story,1954,VinylSd,992,0,992,0,1,0,Detchd,1,319,1,2010,155891
276,90,75,9825,Pave,AllPub,Inside,Edwards,Norm,Duplex,1Story,1965,AsphShn,1664,0,1664,0,2,0,NA,0,0,5,2010,100000
277,20,60,10044,Pave,AllPub,CulDSac,Edwards,Norm,1Fam,1Story,1968,MetalSd,1196,0,1196,1,1,0,Attchd,1,336,6,2010,144000
278,50,89,11792,Pave,AllPub,Inside,Edwards,Norm,1Fam,1.5Fin,1950,VinylSd,792,328,1120,0,1,0,Detchd,2,480,6,2010,64000
279,80,65,6305,Pave,AllPub,Inside,Edwards,Norm,1Fam,SLvl,1975,Plywood,1096,0,1096,1,1,0,Detchd,1,352,6,2010,125200
280,80,94,7819,Pave,AllPub,Inside,Edwards,Norm,1Fam,SLvl,1976,Plywood,1117,0,1117,1,1,0,Detchd,2,672,3,2010,107000
281,20,64,6410,Pave,AllPub,Inside,Edwards,Norm,1Fam,1Story,1958,WdShing,960,0,960,0,1,0,NA,0,0,5,2010,90000
282,20,80,8546,Pave,AllPub,Corner,Edwards,Norm,1Fam,1Story,2004,VinylSd,1121,0,1121,0,2,0,Attchd,2,440,3,2010,140000
283,50,52,8741,Pave,AllPub,Inside,Edwards,Norm,1Fam,1.5Fin,1950,VinylSd,798,689,1487,0,1,1,Detchd,1,220,4,2010,113000
284,190,60,12180,Pave,AllPub,Inside,Edwards,Norm,2fmCon,1.5Fin,1950,MetalSd,672,252,924,1,1,0,Detchd,1,280,7,2010,80000
285,20,68,8562,Pave,AllPub,Inside,Edwards,Norm,1Fam,1Story,2002,HdBoard,1526,0,1526,0,1,0,Basment,1,364,5,2010,144500
286,30,67,4853,Pave,AllPub,Inside,SWISU,Artery,1Fam,1Story,1999,MetalSd,1296,0,1296,0,2,0,Detchd,1,260,5,2010,104000
287,70,66,6858,Pave,AllPub,Corner,SWISU,Norm,1Fam,2Story,1950,Wd Sdng,841,806,1647,1,1,1,Detchd,1,216,5,2010,128000
288,30,45,8212,Pave,AllPub,Inside,Edwards,Norm,1Fam,1Story,1950,Stucco,864,0,864,1,1,0,Detchd,1,200,6,2010,58500
289,50,50,5000,Pave,AllPub,Inside,SWISU,Norm,1Fam,1.5Fin,1950,BrkFace,1026,665,1691,0,2,0,Detchd,1,308,5,2010,127000
290,30,,7890,Pave,AllPub,Corner,SWISU,Norm,1Fam,1Story,1950,Wd Sdng,856,0,856,1,1,0,Detchd,2,399,3,2010,126000
291,90,60,7200,Pave,AllPub,Inside,SWISU,Norm,Duplex,2Story,1967,Plywood,862,1788,2650,0,3,0,NA,0,0,2,2010,160000
292,50,51,9839,Pave,AllPub,Inside,SWISU,Feedr,1Fam,1.5Fin,1950,VinylSd,894,772,1666,1,1,0,NA,0,0,5,2010,100000
293,50,50,9638,Pave,AllPub,Inside,SWISU,Feedr,1Fam,1.5Fin,1990,Wd Sdng,1699,748,2447,0,2,0,Detchd,1,336,3,2010,169000
294,50,78,10452,Pave,AllPub,Inside,Crawfor,Norm,1Fam,1.5Fin,1985,Wd Sdng,1225,908,2133,1,1,1,Attchd,1,312,7,2010,257500
295,90,78,15600,Pave,AllPub,Inside,Crawfor,Norm,Duplex,2Story,1991,VinylSd,1102,1075,2177,0,2,1,Detchd,2,484,3,2010,215000
296,70,66,9042,Pave,AllPub,Inside,Crawfor,Norm,1Fam,2Story,2006,CemntBd,1188,1152,2340,0,2,0,Attchd,1,252,5,2010,266500
297,20,100,17500,Pave,AllPub,Inside,Crawfor,PosA,1Fam,1Story,2002,BrkFace,1902,0,1902,1,2,0,Attchd,2,567,5,2010,335000
298,80,85,19645,Pave,AllPub,FR2,Crawfor,Norm,1Fam,SLvl,2007,VinylSd,896,756,1652,1,2,1,BuiltIn,2,473,6,2010,203135
299,120,35,3907,Pave,AllPub,Inside,Blueste,Norm,TwnhsE,1Story,1989,HdBoard,1034,0,1034,1,1,0,Attchd,2,598,4,2010,185000
300,120,35,3907,Pave,AllPub,Inside,Blueste,Norm,TwnhsE,1Story,1989,HdBoard,1191,0,1191,0,2,0,Attchd,2,531,3,2010,162500
301,20,100,15602,Pave,AllPub,Inside,Crawfor,Norm,1Fam,1Story,1997,BrkFace,1801,0,1801,1,2,0,Attchd,2,484,3,2010,289000
302,50,40,5436,Pave,AllPub,Inside,IDOTRR,Norm,1Fam,1.5Fin,2007,VinylSd,796,358,1154,1,1,0,Detchd,1,240,5,2010,125500
303,30,58,8154,Pave,AllPub,Inside,IDOTRR,Norm,1Fam,1Story,1950,Wd Sdng,540,0,540,0,1,0,Detchd,1,200,4,2010,82000
304,50,50,9140,Pave,AllPub,Inside,IDOTRR,Norm,1Fam,1.5Fin,1975,Wd Sdng,727,380,1107,0,1,0,Detchd,1,625,4,2010,110000
305,50,60,7500,Pave,AllPub,Inside,IDOTRR,Norm,1Fam,1.5Fin,1950,MetalSd,698,430,1128,0,1,0,Detchd,2,528,4,2010,68400
306,50,66,8712,Pave,AllPub,Inside,IDOTRR,Norm,1Fam,1.5Fin,1950,MetalSd,859,319,1178,0,1,0,Detchd,1,384,1,2010,102776
307,20,66,8712,Grvl,AllPub,Inside,IDOTRR,Norm,1Fam,1Story,1952,Wd Sdng,1044,0,1044,0,1,0,Basment,2,504,6,2010,55993
308,30,66,8712,Grvl,AllPub,Corner,IDOTRR,Norm,1Fam,1Story,1950,Wd Sdng,952,0,952,0,1,0,Detchd,1,330,6,2010,50138
309,120,44,3811,Pave,AllPub,Corner,Crawfor,Artery,TwnhsE,1Story,2005,CemntBd,1646,0,1646,1,2,0,Attchd,2,525,5,2010,246000
310,60,85,11050,Pave,AllPub,Inside,Mitchel,Norm,1Fam,2Story,1999,VinylSd,1036,880,1916,1,2,1,Attchd,3,741,5,2010,254900
311,80,74,9620,Pave,AllPub,Inside,Mitchel,Norm,1Fam,SLvl,1977,Plywood,1285,0,1285,0,2,0,Attchd,2,473,5,2010,190000
312,20,129,9196,Pave,AllPub,Inside,Mitchel,Norm,1Fam,1Story,2003,VinylSd,1560,0,1560,0,2,0,Attchd,2,573,4,2010,201000
313,80,,12328,Pave,AllPub,Inside,Mitchel,Norm,1Fam,SLvl,1976,HdBoard,1034,0,1034,1,1,0,Attchd,3,888,5,2010,169900
314,90,,12760,Pave,AllPub,Inside,Mitchel,Norm,Duplex,1Story,1976,Plywood,2048,0,2048,0,3,0,2Types,2,776,3,2010,170000
315,20,,57200,Pave,AllPub,Inside,Timber,Norm,1Fam,1Story,1950,Wd Sdng,1687,0,1687,1,1,0,Detchd,2,572,6,2010,160000
316,20,88,11896,Pave,AllPub,Corner,Timber,Norm,1Fam,1Story,2008,VinylSd,1346,0,1346,1,2,0,Attchd,3,660,5,2010,220000
317,20,73,9803,Pave,AllPub,Inside,Timber,Norm,1Fam,1Story,2010,VinylSd,1214,0,1214,0,2,0,Attchd,2,520,1,2010,179781
318,60,73,9802,Pave,AllPub,Inside,Timber,Norm,1Fam,2Story,2007,VinylSd,744,700,1444,0,2,1,BuiltIn,2,400,4,2010,174000
319,60,92,12003,Pave,AllPub,Corner,Timber,Norm,1Fam,2Story,2010,VinylSd,774,1194,1968,0,2,1,BuiltIn,3,680,5,2010,269500
320,60,80,11316,Pave,AllPub,Corner,Timber,Norm,1Fam,2Story,2003,VinylSd,824,1070,1894,1,2,1,BuiltIn,2,510,2,2010,214900
321,60,85,14191,Pave,AllPub,Inside,Timber,Norm,1Fam,2Story,2002,VinylSd,993,915,1908,0,2,1,Attchd,2,431,4,2010,202900
322,20,89,13214,Pave,AllPub,Inside,Timber,Norm,1Fam,1Story,2009,Stucco,2018,0,2018,0,2,0,Attchd,3,746,5,2010,378500
323,20,85,15300,Pave,AllPub,Inside,Mitchel,Norm,1Fam,1Story,1977,Plywood,1264,0,1264,1,1,0,Attchd,2,528,6,2010,169000
324,20,93,10114,Pave,AllPub,Inside,Mitchel,Norm,1Fam,1Story,2005,VinylSd,1430,0,1430,0,2,0,Attchd,2,624,3,2010,173500
325,90,94,9400,Pave,AllPub,Corner,Mitchel,Norm,Duplex,2Story,1971,MetalSd,912,912,1824,0,2,2,NA,0,0,4,2010,139000
326,20,,11875,Pave,AllPub,Inside,Mitchel,Norm,1Fam,1Story,1999,VinylSd,1344,0,1344,0,2,0,Attchd,2,686,6,2010,166500
327,160,,1974,Pave,AllPub,Inside,MeadowV,Norm,TwnhsE,2Story,1973,CemntBd,546,546,1092,0,1,1,Attchd,1,286,5,2010,83500
328,120,31,2394,Pave,AllPub,Inside,MeadowV,Norm,Twnhs,1Story,1973,CemntBd,945,0,945,1,1,0,Attchd,1,253,5,2010,119500
329,160,36,2592,Pave,AllPub,Inside,MeadowV,Norm,TwnhsE,2Story,1976,CemntBd,536,576,1112,0,1,1,Attchd,1,336,4,2010,85000
330,160,21,1476,Pave,AllPub,Inside,MeadowV,Norm,Twnhs,2Story,1970,CemntBd,546,546,1092,0,1,1,NA,0,0,3,2010,76000
331,180,21,1491,Pave,AllPub,Inside,MeadowV,Norm,TwnhsE,SFoyer,1972,CemntBd,630,0,630,1,1,0,NA,0,0,5,2010,75500
332,160,21,1900,Pave,AllPub,Inside,MeadowV,Norm,TwnhsE,2Story,1970,CemntBd,546,546,1092,0,1,1,NA,0,0,6,2010,88250
333,160,21,1890,Pave,AllPub,Inside,MeadowV,Norm,TwnhsE,2Story,1972,CemntBd,546,546,1092,0,1,1,Attchd,1,286,6,2010,85500
334,20,50,6953,Pave,AllPub,Inside,Mitchel,Norm,1Fam,1Story,2004,VinylSd,874,0,874,0,1,0,Detchd,1,352,6,2010,130000
335,20,,26142,Pave,AllPub,CulDSac,Mitchel,Norm,1Fam,1Story,1962,HdBoard,1188,0,1188,0,1,0,Attchd,1,312,4,2010,157900
336,20,76,12887,Pave,AllPub,Inside,Mitchel,Norm,1Fam,1Story,1984,VinylSd,833,0,833,1,1,0,Attchd,2,495,4,2010,149900
337,90,70,7700,Pave,AllPub,Inside,Mitchel,Norm,Duplex,2Story,1986,HdBoard,1216,1216,2432,0,4,2,Attchd,2,616,2,2010,159000
338,60,63,10475,Pave,AllPub,Inside,Mitchel,Norm,1Fam,2Story,1991,HdBoard,624,650,1274,0,1,1,Detchd,2,576,3,2010,136000
